field_id,day,days_after_sowing,kornix_moisture_0_10,sentinel1_vv_db,sentinel1_vh_db,precipitation_3d_mm,irrigation_3d_mm,precipitation_7d_mm,irrigation_7d_mm
SP_1_1,2026-08-08,0.0,0.2684276655179594,-6.338657201088827,-12.970584611392495,16.5,0.0,18.0,0.0
SP_1_1,2026-08-10,0.0,0.23720426729126526,-5.732979109486662,-12.999744602343775,1.4000000000000001,0.0,16.599999999999998,0.0
SP_1_1,2026-08-11,0.0,0.2297753995516909,-6.555689397568179,-13.547118960813428,0.25,0.0,16.75,0.0
SP_1_1,2026-08-14,0.0,0.27312042826693556,-7.090360686677668,-13.179141485715524,15.700000000000001,0.0,17.25,0.0
SP_1_1,2026-08-16,0.0,0.24056815385566976,-6.230386601530063,-13.092508367418784,15.0,0.0,16.45,0.0
SP_1_1,2026-08-17,0.0,0.21303329762725343,-6.988591903455221,-13.554289152223495,0.65,0.0,16.5,0.0
SP_1_1,2026-08-20,0.0,0.15286717080476572,-6.6924581404497765,-13.14257387521533,2.1,0.0,17.150000000000002,0.0
SP_1_1,2026-08-22,0.0,0.15,-6.074585120491501,-13.184766476176119,4.6,0.0,4.65,0.0
SP_1_1,2026-08-23,0.0,0.15,-6.572303548428878,-13.269899390286795,2.5,0.0,4.65,0.0
SP_1_1,2026-08-26,0.0,0.15,-6.822739357359829,-13.155410350951126,0.7,0.0,5.3,0.0
SP_1_11,2026-04-06,0.0,0.2633146508684675,-8.438375606571249,-17.949341860918636,10.3,0.0,14.1,0.0
SP_1_11,2026-04-09,0.0,0.2751856778560513,-4.871993713524482,-13.093359673115884,8.3,0.0,19.0,0.0
SP_1_11,2026-04-11,0.0,0.27728945708781766,-3.7879633897359613,-12.573945482500033,11.200000000000001,0.0,21.7,0.0
SP_1_11,2026-04-12,0.0,0.2713045543024971,-4.726119586010444,-13.16431588345404,6.4,0.0,17.3,0.0
SP_1_11,2026-04-18,0.0,0.28733115561086525,-4.681710404145399,-13.10403890971269,10.4,0.0,20.2,0.0
SP_1_11,2026-04-21,0.0,0.2869081927829662,-4.347723632539297,-12.59261800595435,5.6000000000000005,0.0,19.7,0.0
SP_1_11,2026-04-23,0.0,0.3026444929762313,-4.66830362320208,-14.144560695600648,10.5,0.0,17.6,0.0
SP_1_11,2026-04-24,0.0,0.30716722243086314,-4.390942177315485,-12.747229483450607,13.100000000000001,0.0,20.6,0.0
SP_1_11,2026-04-30,0.0,0.339937818175604,-5.624127952538929,-14.54856392573574,3.7,0.0,37.7,0.0
SP_1_11,2026-05-03,0.0,0.30048537389545477,-8.455746664447604,-17.703920544982985,0.1,0.0,14.200000000000001,0.0
SP_1_11,2026-05-05,0.0,0.2679650050219519,-7.977340710789623,-17.747262738205013,0.3,0.0,2.5,0.0
SP_1_11,2026-05-06,0.0,0.2525146300256834,-9.806386839454698,-19.183053945015704,0.4,0.0,1.1,0.0
SP_1_11,2026-05-13,0.0,0.2795427258005105,-5.649837582947605,-14.803489744707182,11.0,0.0,14.1,0.0
SP_1_11,2026-05-15,0.0,0.26519053010124477,-10.117632982127368,-20.054680527951497,0.2,0.0,12.3,0.0
SP_1_11,2026-05-16,0.0,0.2576177827607209,-10.303649530816026,-20.342892893375147,0.2,0.0,12.1,0.0
SP_1_11,2026-05-17,0.0,0.25315126817439904,-9.247399006424212,-18.66152283813126,0.8,0.0,11.8,0.0
SP_1_11,2026-05-18,0.0,0.22850641296879518,-4.113317471794364,-13.009259486131928,0.6,0.0,5.8,0.0
SP_1_11,2026-05-24,0.0,0.15,-9.935942364224756,-18.51361034730165,0.7,0.0,1.1,0.0
SP_1_11,2026-05-25,0.0,0.20956190203274744,-6.402926226723876,-14.696799129336203,6.6,0.0,7.1,0.0
SP_1_11,2026-05-27,0.0,0.2668385306043726,-5.664423928173972,-13.565171098293016,15.9,0.0,17.0,0.0
SP_1_11,2026-05-28,0.0,0.26692880761742627,-8.476784634923147,-16.568204586438448,11.5,0.0,18.2,0.0
SP_1_11,2026-05-29,0.0,0.2751864305645357,-6.5632449726445685,-15.047850138364767,11.2,0.0,21.4,0.0
SP_1_11,2026-05-30,0.0,0.28033263881867454,-8.89035463204646,-15.495464596143496,8.3,0.0,24.3,0.0
SP_1_11,2026-06-08,0.0,0.15,-11.447976260166744,-21.19676174572341,0.0,0.0,0.5,0.0
SP_1_11,2026-06-09,0.0,0.15,-11.311572823712181,-22.047756972007257,0.1,0.0,0.6,0.0
SP_1_11,2026-06-11,0.0,0.15,-12.148720783210473,-21.325402589119534,0.1,0.0,0.6,0.0
SP_1_11,2026-06-18,0.0,0.2570917858044494,-9.858248375239272,-20.637988358936738,4.6000000000000005,0.0,24.3,0.0
SP_1_11,2026-06-21,0.0,0.2280665516910914,-8.4605756104475,-21.480779988072314,3.0,0.0,16.2,0.0
SP_1_11,2026-06-23,0.0,0.21991696660788784,-5.51935563933716,-17.08109086065978,3.5,0.0,10.0,0.0
SP_1_11,2026-06-27,0.0,0.2479243748845411,-3.3184956798948093,-18.441173676792964,3.5,0.0,7.0,15.0
SP_1_11,2026-06-29,0.0,0.22598020759987986,-9.312990056811598,-18.623922460162397,1.8,0.0,3.8000000000000003,15.0
SP_1_11,2026-06-30,0.0,0.211822611955087,-9.850999114035368,-18.571258283386165,0.2,0.0,3.7,15.0
SP_1_11,2026-07-03,0.0,0.2401742885873615,-2.414055215441339,-15.312795448287556,11.0,0.0,12.799999999999999,0.0
SP_1_11,2026-07-05,0.0,0.31036145350049227,-3.3467297421438684,-13.13217314011666,39.3,0.0,40.199999999999996,0.0
SP_1_11,2026-07-06,0.0,0.3075568526818499,-4.43436676273712,-14.364994479732475,33.6,0.0,44.6,0.0
SP_1_11,2026-07-09,0.0,0.2955309834497099,-4.471585022129548,-14.353674049195453,9.1,0.0,52.9,0.0
SP_1_11,2026-07-11,0.0,0.3230097159328419,-3.874581374739565,-12.957519029677195,21.1,0.0,33.5,0.0
SP_1_11,2026-07-12,0.0,0.337660399937685,-4.487841191131188,-12.559243442340371,23.3,0.0,36.9,0.0
SP_1_11,2026-07-15,0.0,0.3051036023883872,-5.0786369450266955,-13.190126575215084,4.9,0.0,34.1,0.0
SP_1_11,2026-07-17,0.0,0.28644066525774003,-6.256470833526384,-13.804776619688987,4.1,0.0,28.4,0.0
SP_1_11,2026-07-18,0.0,0.2730839345965988,-7.187417796232344,-13.893125780888012,2.5,0.0,15.5,0.0
SP_1_11,2026-07-21,0.0,0.26942647017365773,-5.225212692178923,-11.932875052280131,6.4,0.0,10.5,0.0
SP_1_11,2026-07-23,0.0,0.26132780811790346,-4.4087186135417795,-12.337723742436,9.4,0.0,9.6,0.0
SP_1_11,2026-07-24,0.0,0.25636006872383676,-5.960542646814905,-12.83332677236083,3.6,0.0,10.0,0.0
SP_1_11,2026-07-27,0.0,0.3183083568806351,-5.4342535865287225,-12.68936558720215,26.200000000000003,0.0,36.0,0.0
SP_1_11,2026-07-29,0.0,0.31750346097549653,-5.2684650119769785,-12.633964424917446,8.200000000000001,0.0,34.5,0.0
SP_1_11,2026-07-30,0.0,0.3335425162889587,-6.391071577652463,-13.316452368775298,15.4,0.0,42.0,0.0
SP_1_11,2026-08-02,0.0,0.27937427310516005,-5.958372460045917,-12.37971849546167,0.3,0.0,16.1,0.0
SP_1_11,2026-08-04,0.0,0.26584718800617263,-5.07976513275446,-12.283969974502828,1.5,0.0,14.1,0.0
SP_1_11,2026-08-05,0.0,0.2575501379541212,-6.240255460017966,-13.07831746409171,1.5,0.0,9.4,0.0
SP_1_11,2026-08-08,0.0,0.2812974745160788,-5.4430407980804505,-12.48716055813248,16.5,0.0,18.0,0.0
SP_1_11,2026-08-10,0.0,0.2517867903043795,-5.307077800394612,-12.724576414929638,1.4000000000000001,0.0,16.599999999999998,0.0
SP_1_11,2026-08-11,0.0,0.24503278121910319,-6.563749219916347,-13.3706808569712,0.25,0.0,16.75,0.0
SP_1_11,2026-08-14,0.0,0.28433495365889966,-6.841421031924765,-13.105890374870832,15.700000000000001,0.0,17.25,0.0
SP_1_11,2026-08-16,0.0,0.2546336757668624,-6.003290881808607,-12.920822944986217,15.0,0.0,16.45,0.0
SP_1_11,2026-08-17,0.0,0.22908234549779138,-7.02788171764308,-13.544555137533168,0.7,0.0,16.55,0.0
SP_1_11,2026-08-20,0.0,0.17241277545235947,-7.034034565761786,-13.303067056561105,2.1,0.0,17.2,0.0
SP_1_11,2026-08-22,0.0,0.17030188055989345,-6.383156681195182,-13.443200232973272,4.6,0.0,4.7,0.0
SP_1_11,2026-08-23,0.0,0.15024208247141296,-7.1243759481163496,-13.499567815871437,2.5,0.0,4.7,0.0
SP_1_11,2026-08-26,0.0,0.15,-6.882944853740788,-13.581421613077334,0.8,0.0,5.4,0.0
SP_1_3,2026-04-06,0.0,0.263269612913582,-8.20385786110259,-17.934400423094015,10.3,0.0,14.1,0.0
SP_1_3,2026-04-09,0.0,0.2751935311262875,-4.748660432500592,-13.17229836489477,8.3,0.0,19.0,0.0
SP_1_3,2026-04-11,0.0,0.2773130407737305,-3.4268899471772425,-12.180191998952125,11.200000000000001,0.0,21.7,0.0
SP_1_3,2026-04-12,0.0,0.271355617518756,-4.306500388500206,-12.725852102993843,6.4,0.0,17.3,0.0
SP_1_3,2026-04-18,0.0,0.2874132162647365,-4.377551105808512,-12.752394496856096,10.4,0.0,20.2,0.0
SP_1_3,2026-04-21,0.0,0.2870254953981372,-4.3442366189580675,-12.63212063993045,5.6000000000000005,0.0,19.7,0.0
SP_1_3,2026-04-23,0.0,0.3027962880107324,-4.236290661655496,-13.391330760373618,10.5,0.0,17.6,0.0
SP_1_3,2026-04-24,0.0,0.3073265097963209,-4.0427469809214935,-12.430782108553746,13.100000000000001,0.0,20.6,0.0
SP_1_3,2026-04-30,0.0,0.34012171791045054,-5.021977401745569,-13.8550502078919,3.7,0.0,37.7,0.0
SP_1_3,2026-05-03,0.0,0.3007241559938443,-8.324573233811641,-17.70292802737534,0.1,0.0,14.200000000000001,0.0
SP_1_3,2026-05-05,0.0,0.2684021454181034,-7.364434266296328,-16.5518492675734,0.3,0.0,2.5,0.0
SP_1_3,2026-05-06,0.0,0.2529394307370672,-9.041346731103681,-18.53638374935946,0.4,0.0,1.1,0.0
SP_1_3,2026-05-13,0.0,0.27995312969768077,-4.553691913105226,-13.319547012136326,11.0,0.0,14.1,0.0
SP_1_3,2026-05-15,0.0,0.26564621792863674,-10.12702463126152,-19.86139812328642,0.2,0.0,12.3,0.0
SP_1_3,2026-05-16,0.0,0.2581158374169755,-10.64633090723277,-20.382664685872953,0.2,0.0,12.1,0.0
SP_1_3,2026-05-17,0.0,0.25367527659978334,-8.789362783010345,-17.899141846646607,0.8,0.0,11.8,0.0
SP_1_3,2026-05-18,0.0,0.22926657679228918,-4.02941752267728,-13.008744213676325,0.6,0.0,5.8,0.0
SP_1_3,2026-05-24,0.0,0.15,-10.190935058718411,-19.048431050874342,0.7,0.0,1.1,0.0
SP_1_3,2026-05-25,0.0,0.20968419289420684,-6.846484922213444,-15.402427409049826,6.6,0.0,7.1,0.0
SP_1_3,2026-05-27,0.0,0.26697883937951905,-6.6731226165195965,-15.015017391638883,15.9,0.0,17.0,0.0
SP_1_3,2026-05-28,0.0,0.26710180491645585,-9.404916785686218,-17.43031953642551,11.5,0.0,18.2,0.0
SP_1_3,2026-05-29,0.0,0.2753612072638993,-7.30917971430485,-15.98505841063991,11.2,0.0,21.4,0.0
SP_1_3,2026-05-30,0.0,0.2804946378783773,-7.253574642620091,-15.379570114390091,8.3,0.0,24.3,0.0
SP_1_3,2026-06-08,0.0,0.15,-10.438406441061648,-21.92669052527499,0.0,0.0,0.5,0.0
SP_1_3,2026-06-09,0.0,0.15,-10.367570153623474,-22.353074764015645,0.1,0.0,0.6,0.0
SP_1_3,2026-06-11,0.0,0.15,-10.985089708331042,-21.5347267964624,0.1,0.0,0.6,0.0
SP_1_3,2026-06-18,0.0,0.2579363348356767,-9.467571572520065,-21.917188625978984,4.6000000000000005,0.0,24.3,0.0
SP_1_3,2026-06-21,0.0,0.22880109280143335,-7.515405234258209,-21.88260803857546,3.0,0.0,16.2,0.0
SP_1_3,2026-06-23,0.0,0.2204097915660115,-4.01317168925455,-17.32388906412461,3.5,0.0,10.0,0.0
SP_1_3,2026-06-27,0.0,0.2041453864052631,-5.341874149473754,-19.963244986911555,3.5,0.0,7.0,0.0
SP_1_3,2026-06-29,0.0,0.179905139636797,-8.536849065268747,-18.756686599360737,1.8,0.0,3.8000000000000003,0.0
SP_1_3,2026-06-30,0.0,0.16251854153662512,-9.170597624489172,-18.436002077333036,0.2,0.0,3.7,0.0
SP_1_3,2026-07-03,0.0,0.22394354264740143,-1.576577951220786,-15.411797246041903,11.0,0.0,12.799999999999999,0.0
SP_1_3,2026-07-05,0.0,0.2965307377938034,-1.6975886718113453,-13.448165577732517,39.3,0.0,40.199999999999996,0.0
SP_1_3,2026-07-06,0.0,0.2944791201266357,-3.164050369999228,-14.666336938994004,33.6,0.0,44.6,0.0
SP_1_3,2026-07-09,0.0,0.28416928001837016,-3.7978192255059264,-14.347588183923454,9.1,0.0,52.9,0.0
SP_1_3,2026-07-11,0.0,0.3118419946711139,-2.8433695229039184,-13.282590502928635,21.1,0.0,33.5,0.0
SP_1_3,2026-07-12,0.0,0.3265016598471425,-3.7912365796659655,-12.453711343836966,23.3,0.0,36.9,0.0
SP_1_3,2026-07-15,0.0,0.29471083225978717,-4.583919987206474,-12.939924900309233,4.9,0.0,34.1,0.0
SP_1_3,2026-07-17,0.0,0.2763696022139818,-5.293023619142382,-13.10999387087728,4.1,0.0,28.4,0.0
SP_1_3,2026-07-18,0.0,0.26304603182898584,-6.542211394162712,-13.524953438132295,2.5,0.0,15.5,0.0
SP_1_3,2026-07-21,0.0,0.2612038077109193,-6.604153138805049,-12.473177068971884,6.4,0.0,10.5,0.0
SP_1_3,2026-07-23,0.0,0.2529088673012096,-5.243422456003984,-12.71899675757358,9.4,0.0,9.6,0.0
SP_1_3,2026-07-24,0.0,0.24798073683259897,-6.291203568553718,-13.192451512415325,3.6,0.0,10.0,0.0
SP_1_3,2026-07-27,0.0,0.3100079361974539,-6.187218359741079,-12.869739099814177,26.200000000000003,0.0,36.0,0.0
SP_1_3,2026-07-29,0.0,0.30943270402030254,-5.619552691062079,-12.977302546734652,8.200000000000001,0.0,34.5,0.0
SP_1_3,2026-07-30,0.0,0.32543866472802446,-6.460615714126929,-13.660630363833784,15.4,0.0,42.0,0.0
SP_1_3,2026-08-02,0.0,0.27182040117275946,-6.161439961006982,-12.655754546917802,0.3,0.0,16.1,0.0
SP_1_3,2026-08-04,0.0,0.2590082110287994,-4.486950375955203,-12.379474191443178,1.5,0.0,14.1,0.0
SP_1_3,2026-08-05,0.0,0.25084785639391816,-5.987495966962583,-13.173247370974464,1.5,0.0,9.4,0.0
SP_1_3,2026-08-08,0.0,0.2752067782511091,-5.916419743974424,-12.682413020425361,16.5,0.0,18.0,0.0
SP_1_3,2026-08-10,0.0,0.2458004607650098,-4.97835226528794,-12.593913004926296,1.4000000000000001,0.0,16.599999999999998,0.0
SP_1_3,2026-08-11,0.0,0.2388944147082873,-6.13723800095976,-13.284641096854454,0.25,0.0,16.75,0.0
SP_1_3,2026-08-14,0.0,0.2791044185743431,-6.774197349560854,-13.000496397672121,15.700000000000001,0.0,17.25,0.0
SP_1_3,2026-08-16,0.0,0.2474614973069275,-6.001270787527981,-12.972576408660693,15.0,0.0,16.45,0.0
SP_1_3,2026-08-17,0.0,0.22202474426640278,-6.787876280076438,-13.432459116860604,0.65,0.0,16.5,0.0
SP_1_3,2026-08-20,0.0,0.16471121578314407,-6.5151589817293605,-13.06148682761479,2.1,0.0,17.150000000000002,0.0
SP_1_3,2026-08-22,0.0,0.15884458516559166,-5.790776616481673,-13.229227625840894,4.6,0.0,4.65,0.0
SP_1_3,2026-08-23,0.0,0.15,-6.470728833720379,-13.407100292718532,2.5,0.0,4.65,0.0
SP_1_3,2026-08-26,0.0,0.15,-6.717327803329934,-13.116665235175272,0.6,0.0,5.2,0.0
SP_1_5,2026-04-06,0.0,0.26332956458599427,-8.218075826672527,-17.823133538045827,10.3,0.0,14.1,0.0
SP_1_5,2026-04-09,0.0,0.2751938896452688,-4.73057465870139,-13.12436067435842,8.3,0.0,19.0,0.0
SP_1_5,2026-04-11,0.0,0.2772965740631281,-3.3331755969666723,-12.05647541325951,11.200000000000001,0.0,21.7,0.0
SP_1_5,2026-04-12,0.0,0.2713113638414989,-4.309292832963699,-12.954299716719856,6.4,0.0,17.3,0.0
SP_1_5,2026-04-18,0.0,0.2873737903456754,-4.315446554024295,-12.915116553218038,10.4,0.0,20.2,0.0
SP_1_5,2026-04-21,0.0,0.2869515054163766,-4.4069496601514215,-12.690977990040633,5.6000000000000005,0.0,19.7,0.0
SP_1_5,2026-04-23,0.0,0.30274295506326654,-3.7759300649701713,-13.134637546481061,10.5,0.0,17.6,0.0
SP_1_5,2026-04-24,0.0,0.30724639815444393,-3.9964970748866344,-12.539948471005399,13.100000000000001,0.0,20.6,0.0
SP_1_5,2026-04-30,0.0,0.3399997350515416,-4.886442481027181,-13.76920490055757,3.7,0.0,37.7,0.0
SP_1_5,2026-05-03,0.0,0.3005643897729275,-8.002051554155688,-17.32028914357775,0.1,0.0,14.200000000000001,0.0
SP_1_5,2026-05-05,0.0,0.2682543594427301,-7.125022753148139,-16.731251442638666,0.3,0.0,2.5,0.0
SP_1_5,2026-05-06,0.0,0.25278021650366567,-9.006741799021917,-18.650774235878252,0.4,0.0,1.1,0.0
SP_1_5,2026-05-13,0.0,0.27970068733321257,-4.751297930795635,-13.782503310666542,11.0,0.0,14.1,0.0
SP_1_5,2026-05-15,0.0,0.265375369170177,-10.143300533191175,-20.007450313171656,0.2,0.0,12.3,0.0
SP_1_5,2026-05-16,0.0,0.2577974849503999,-10.697244006168216,-20.584446329350932,0.2,0.0,12.1,0.0
SP_1_5,2026-05-17,0.0,0.25339694712855004,-8.748479376584179,-18.23779148319317,0.8,0.0,11.8,0.0
SP_1_5,2026-05-18,0.0,0.22877659223725588,-3.5551643535444386,-12.464070115330825,0.6,0.0,5.8,0.0
SP_1_5,2026-05-24,0.0,0.15,-10.03191189786852,-18.92533030476076,0.7,0.0,1.1,0.0
SP_1_5,2026-05-25,0.0,0.20957651315063539,-6.461971173766285,-15.051149910807824,6.6,0.0,7.1,0.0
SP_1_5,2026-05-27,0.0,0.26687803908705726,-6.9536225857827585,-15.315122754147307,15.9,0.0,17.0,0.0
SP_1_5,2026-05-28,0.0,0.26697255725685937,-9.082255266566104,-17.422023563371663,11.5,0.0,18.2,0.0
SP_1_5,2026-05-29,0.0,0.27525387136038765,-7.159990773473314,-15.873394805190571,11.2,0.0,21.4,0.0
SP_1_5,2026-05-30,0.0,0.28039194363510883,-6.726702690977897,-14.809657738896098,8.3,0.0,24.3,0.0
SP_1_5,2026-06-08,0.0,0.15,-10.553863141806968,-22.319459792193918,0.0,0.0,0.5,0.0
SP_1_5,2026-06-09,0.0,0.15,-10.573084598272896,-22.996622299988395,0.1,0.0,0.6,0.0
SP_1_5,2026-06-11,0.0,0.15,-12.790927018977651,-22.333286843773678,0.1,0.0,0.6,0.0
SP_1_5,2026-06-18,0.0,0.25883721436215656,-10.827720813311918,-22.292519420229574,4.6000000000000005,0.0,24.3,0.0
SP_1_5,2026-06-21,0.0,0.22911482587571586,-6.685512221249797,-22.28350332223098,3.0,0.0,16.2,0.0
SP_1_5,2026-06-23,0.0,0.2203385516003486,-6.122656821231471,-17.609420004605717,3.5,0.0,10.0,0.0
SP_1_5,2026-06-27,0.0,0.24926940915323548,-3.327637326294621,-19.855798776889042,3.5,0.0,7.0,15.0
SP_1_5,2026-06-29,0.0,0.22642335630384525,-10.376634555241607,-19.637300388760693,1.8,0.0,3.8000000000000003,15.0
SP_1_5,2026-06-30,0.0,0.2106789126520347,-10.717283345774664,-19.533720908017532,0.2,0.0,3.7,15.0
SP_1_5,2026-07-03,0.0,0.23779445494439527,-1.6094677567510562,-15.885269298905007,11.0,0.0,12.799999999999999,0.0
SP_1_5,2026-07-05,0.0,0.31193442235423624,-3.1610433478222815,-13.007704938591623,39.3,0.0,40.199999999999996,0.0
SP_1_5,2026-07-06,0.0,0.3095255200859181,-4.365703878756976,-14.311102357091372,33.6,0.0,44.6,0.0
SP_1_5,2026-07-09,0.0,0.2982271657354585,-3.5673172207034436,-14.272184425094931,9.1,0.0,52.9,0.0
SP_1_5,2026-07-11,0.0,0.3260025126887489,-3.548480931484488,-13.033181588751855,21.1,0.0,33.5,0.0
SP_1_5,2026-07-12,0.0,0.340766491760864,-4.178387318678569,-12.228831659625696,23.3,0.0,36.9,0.0
SP_1_5,2026-07-15,0.0,0.3084953507552186,-4.222252027100476,-13.049081359935235,4.9,0.0,34.1,0.0
SP_1_5,2026-07-17,0.0,0.29017748056135867,-5.779270591585551,-13.28123108375841,4.1,0.0,28.4,0.0
SP_1_5,2026-07-18,0.0,0.2769667524329933,-6.453978306617648,-13.570780504192282,2.5,0.0,15.5,0.0
SP_1_5,2026-07-21,0.0,0.27317114523312214,-5.160073418030233,-11.919269556763716,6.4,0.0,10.5,0.0
